gbifID;datasetKey;occurrenceID;kingdom;phylum;class;order;family;genus;species;infraspecificEpithet;taxonRank;scientificName;verbatimScientificName;verbatimScientificNameAuthorship;countryCode;locality;stateProvince;occurrenceStatus;individualCount;publishingOrgKey;decimalLatitude;decimalLongitude;coordinateUncertaintyInMeters;coordinatePrecision;elevation;elevationAccuracy;depth;depthAccuracy;eventDate;day;month;year;taxonKey;speciesKey;basisOfRecord;institutionCode;collectionCode;catalogNumber;recordNumber;identifiedBy;dateIdentified;license;rightsHolder;recordedBy;typeStatus;establishmentMeans;lastInterpreted;mediaType;issue
930741920;0096dfc0-9925-47ef-9700-9b77814295f1;http://bioimages.vanderbilt.edu/ind-baskauf/s3519#1982-07;Animalia;Chordata;Mammalia;Carnivora;Canidae;Vulpes;Vulpes lagopus;;SPECIES;Alopex lagopus (Linnaeus, 1758);Alopex lagopus (Linnaeus, 1758) ;(Linnaeus, 1758) ;US;Denali National Park;Alaska;PRESENT;;1df2cfdc-3b09-4076-861d-f56389927d9b;63.44176;-150.2703;8000.0;;;;;;1982-07-01T00:00:00;;7;1982;2434532;5219303;HUMAN_OBSERVATION;;;;;Steven J. Baskauf;2013-06-17T00:00:00;CC0_1_0;;Steven J. Baskauf;;Native;2023-09-21T02:44:06.886Z;StillImage;
920328293;6ac3f774-d9fb-4796-b3e9-92bf6c81c084;;Animalia;Chordata;Mammalia;Carnivora;Canidae;Vulpes;Vulpes lagopus;;SPECIES;Alopex lagopus (Linnaeus, 1758);Alopex lagopus;;IS;Breidavik;;PRESENT;;bb646dff-a905-4403-a49b-6d378c2cf0d9;65.551285;-24.357548;250.0;;;;;;2010-07-16T00:00:00;16;7;2010;2434532;5219303;HUMAN_OBSERVATION;naturgucker;naturgucker;-747074980;;;;CC_BY_4_0;;881932368;;;2023-09-02T16:28:47.292Z;;COORDINATE_ROUNDED
920323207;6ac3f774-d9fb-4796-b3e9-92bf6c81c084;;Animalia;Chordata;Mammalia;Carnivora;Canidae;Vulpes;Vulpes lagopus;;SPECIES;Alopex lagopus (Linnaeus, 1758);Alopex lagopus;;IS;Hornstrandir;;PRESENT;;bb646dff-a905-4403-a49b-6d378c2cf0d9;66.394943;-22.669661;250.0;;;;;;2012-07-04T00:00:00;4;7;2012;2434532;5219303;HUMAN_OBSERVATION;naturgucker;naturgucker;440167156;;;;CC_BY_4_0;;-754740083;;;2023-09-02T16:26:47.219Z;;COORDINATE_ROUNDED
920322359;6ac3f774-d9fb-4796-b3e9-92bf6c81c084;;Animalia;Chordata;Mammalia;Carnivora;Canidae;Vulpes;Vulpes lagopus;;SPECIES;Alopex lagopus (Linnaeus, 1758);Alopex lagopus;;SE;Dautajaure, Lisvojaure und Umgebung;;PRESENT;;bb646dff-a905-4403-a49b-6d378c2cf0d9;66.079063;16.291351;250.0;;;;;;1986-07-20T00:00:00;20;7;1986;2434532;5219303;HUMAN_OBSERVATION;naturgucker;naturgucker;-721981582;;;;CC_BY_4_0;;33304576;;;2023-09-02T16:28:53.436Z;;COORDINATE_ROUNDED
920320076;6ac3f774-d9fb-4796-b3e9-92bf6c81c084;;Animalia;Chordata;Mammalia;Carnivora;Canidae;Vulpes;Vulpes lagopus;;SPECIES;Alopex lagopus (Linnaeus, 1758);Alopex lagopus;;NO;Varangerfjord;;PRESENT;;bb646dff-a905-4403-a49b-6d378c2cf0d9;69.99324;29.597511;250.0;;;;;;2007-08-27T00:00:00;27;8;2007;2434532;5219303;HUMAN_OBSERVATION;naturgucker;naturgucker;1026758758;;;;CC_BY_4_0;;663406444;;;2023-09-02T16:27:37.551Z;;COORDINATE_ROUNDED
920318814;6ac3f774-d9fb-4796-b3e9-92bf6c81c084;;Animalia;Chordata;Mammalia;Carnivora;Canidae;Vulpes;Vulpes lagopus;;SPECIES;Alopex lagopus (Linnaeus, 1758);Alopex lagopus;;SE;Dautajaure, Lisvojaure und Umgebung;;PRESENT;;bb646dff-a905-4403-a49b-6d378c2cf0d9;66.079063;16.291351;250.0;;;;;;1990-07-19T00:00:00;19;7;1990;2434532;5219303;HUMAN_OBSERVATION;naturgucker;naturgucker;-708797102;;;;CC_BY_4_0;;33304576;;;2023-09-02T16:27:32.032Z;;COORDINATE_ROUNDED
920315811;6ac3f774-d9fb-4796-b3e9-92bf6c81c084;;Animalia;Chordata;Mammalia;Carnivora;Canidae;Vulpes;Vulpes lagopus;;SPECIES;Alopex lagopus (Linnaeus, 1758);Alopex lagopus;;IS;Eyrar Seengebiet und Küste;;PRESENT;;bb646dff-a905-4403-a49b-6d378c2cf0d9;64.822151;-23.970623;250.0;;;;;;2011-07-05T00:00:00;5;7;2011;2434532;5219303;HUMAN_OBSERVATION;naturgucker;naturgucker;1983913332;;;;CC_BY_4_0;;273562854;;;2023-09-02T16:29:09.851Z;;COORDINATE_ROUNDED
920311717;6ac3f774-d9fb-4796-b3e9-92bf6c81c084;;Animalia;Chordata;Mammalia;Carnivora;Canidae;Vulpes;Vulpes lagopus;;SPECIES;Alopex lagopus (Linnaeus, 1758);Alopex lagopus;;NO;Kongsfjordfjellet;;PRESENT;;bb646dff-a905-4403-a49b-6d378c2cf0d9;70.477455;28.905029;250.0;;;;;;2011-06-16T00:00:00;16;6;2011;2434532;5219303;HUMAN_OBSERVATION;naturgucker;naturgucker;-1780708991;;;;CC_BY_4_0;;-886557495;;;2023-09-02T16:29:20.138Z;;COORDINATE_ROUNDED
920302235;6ac3f774-d9fb-4796-b3e9-92bf6c81c084;;Animalia;Chordata;Mammalia;Carnivora;Canidae;Vulpes;Vulpes lagopus;;SPECIES;Alopex lagopus (Linnaeus, 1758);Alopex lagopus;;IS;Skaftafell;;PRESENT;;bb646dff-a905-4403-a49b-6d378c2cf0d9;64.020515;-16.943665;250.0;;;;;;2011-07-14T00:00:00;14;7;2011;2434532;5219303;HUMAN_OBSERVATION;naturgucker;naturgucker;2113303533;;;;CC_BY_4_0;;-1036203817;;;2023-09-02T16:29:15.447Z;;COORDINATE_ROUNDED
920288132;6ac3f774-d9fb-4796-b3e9-92bf6c81c084;;Animalia;Chordata;Mammalia;Carnivora;Canidae;Vulpes;Vulpes lagopus;;SPECIES;Alopex lagopus (Linnaeus, 1758);Alopex lagopus;;SE;Flatruet;;PRESENT;;bb646dff-a905-4403-a49b-6d378c2cf0d9;62.752525;des.65;250.0;;;;;;2011-08-07T00:00:00;7;8;2011;2434532;5219303;HUMAN_OBSERVATION;naturgucker;naturgucker;1505932281;;;;CC_BY_4_0;;341725260;;;2023-09-02T16:29:08.201Z;;COORDINATE_ROUNDED
920286500;6ac3f774-d9fb-4796-b3e9-92bf6c81c084;;Animalia;Chordata;Mammalia;Carnivora;Canidae;Vulpes;Vulpes lagopus;;SPECIES;Alopex lagopus (Linnaeus, 1758);Alopex lagopus;;IS;Valavatn;;PRESENT;;bb646dff-a905-4403-a49b-6d378c2cf0d9;64.867973;-23.561897;250.0;;;;;;2011-05-25T00:00:00;25;5;2011;2434532;5219303;HUMAN_OBSERVATION;naturgucker;naturgucker;-64356640;;;;CC_BY_4_0;;-1584772649;;;2023-09-02T16:26:30.240Z;;COORDINATE_ROUNDED
920284896;6ac3f774-d9fb-4796-b3e9-92bf6c81c084;;Animalia;Chordata;Mammalia;Carnivora;Canidae;Vulpes;Vulpes lagopus;;SPECIES;Alopex lagopus (Linnaeus, 1758);Alopex lagopus;;RU;Golguev;;PRESENT;;bb646dff-a905-4403-a49b-6d378c2cf0d9;69.286285;49.667816;250.0;;;;;;2012-05-15T00:00:00;15;5;2012;2434532;5219303;HUMAN_OBSERVATION;naturgucker;naturgucker;2076543768;;;;CC_BY_4_0;;-430290170;;;2023-09-02T16:27:55.979Z;;COORDINATE_ROUNDED
920274872;6ac3f774-d9fb-4796-b3e9-92bf6c81c084;;Animalia;Chordata;Mammalia;Carnivora;Canidae;Vulpes;Vulpes lagopus;;SPECIES;Alopex lagopus (Linnaeus, 1758);Alopex lagopus;;SE;Dautajaure, Lisvojaure und Umgebung;;PRESENT;;bb646dff-a905-4403-a49b-6d378c2cf0d9;66.079063;16.291351;250.0;;;;;;1986-07-18T00:00:00;18;7;1986;2434532;5219303;HUMAN_OBSERVATION;naturgucker;naturgucker;1534207011;;;;CC_BY_4_0;;33304576;;;2023-09-02T16:27:47.328Z;;COORDINATE_ROUNDED
919449171;22a66350-7947-4a49-84a3-39c7c1b0881f;urn:catalog:MSU:MR:MR.16444;Animalia;Chordata;Mammalia;Carnivora;Canidae;Vulpes;Vulpes lagopus;lagopus;SUBSPECIES;Vulpes lagopus lagopus;Vulpes lagopus lagopus;;US;Kodiak Island;Alaska;PRESENT;;311e2740-f15a-11d8-b22f-b8a03c50a862;57.3954594;-153.4852969;85456.0;;;;;;1969-01-01T00:00:00;;;1969;7193883;5219303;PRESERVED_SPECIMEN;MSU;MR;MR.16444;;;;CC0_1_0;;Peter L. Dalby;;Native;2023-09-06T21:59:16.440Z;;COORDINATE_ROUNDED
919447650;22a66350-7947-4a49-84a3-39c7c1b0881f;urn:catalog:MSU:MR:MR.26281;Animalia;Chordata;Mammalia;Carnivora;Canidae;Vulpes;Vulpes lagopus;;SPECIES;Vulpes lagopus (Linnaeus, 1758);Vulpes lagopus innuitus;;CA;N. W. Section of Neultin Lake;Nunavut;PRESENT;;311e2740-f15a-11d8-b22f-b8a03c50a862;60.58;-99.3;49890.0;;;;;;1948-01-01T00:00:00;;;1948;5219303;5219303;PRESERVED_SPECIMEN;MSU;MR;MR.26281;;;;CC0_1_0;;A. L. Lowrie;;Native;2023-09-06T21:59:16.528Z;;TAXON_MATCH_HIGHERRANK
919435629;22a66350-7947-4a49-84a3-39c7c1b0881f;urn:catalog:MSU:MR:MR.34398;Animalia;Chordata;Mammalia;Carnivora;Canidae;Vulpes;Vulpes lagopus;;SPECIES;Vulpes lagopus (Linnaeus, 1758);Vulpes lagopus;;CA;Eskimo Point;Northwest Territories;PRESENT;;311e2740-f15a-11d8-b22f-b8a03c50a862;61.1;-93.98;3669.0;;;;;;1987-01-01T00:00:00;;;1987;5219303;5219303;PRESERVED_SPECIMEN;MSU;MR;MR.34398;DCP2119;;;CC0_1_0;;Dennis Parmley;;Native;2023-09-06T21:59:17.017Z;;
919427405;22a66350-7947-4a49-84a3-39c7c1b0881f;urn:catalog:MSU:MR:MR.35978;Animalia;Chordata;Mammalia;Carnivora;Canidae;Vulpes;Vulpes lagopus;lagopus;SUBSPECIES;Vulpes lagopus lagopus;Vulpes lagopus lagopus;;US;St. Lawrence Island, Gambell;Alaska;PRESENT;;311e2740-f15a-11d8-b22f-b8a03c50a862;63.7788458;-171.743718;549.0;;;;;;1953-12-08T00:00:00;8;12;1953;7193883;5219303;PRESERVED_SPECIMEN;MSU;MR;MR.35978;BEH266;;;CC0_1_0;;B. E. Horner;;Native;2023-09-06T21:59:16.731Z;;COORDINATE_ROUNDED
911506989;50c9509d-22c7-4a22-a47d-8c48425ef4a7;http://www.inaturalist.org/observations/726375;Animalia;Chordata;Mammalia;Carnivora;Canidae;Vulpes;Vulpes lagopus;;SPECIES;Vulpes lagopus (Linnaeus, 1758);Vulpes lagopus;;IS;;Vesturland;PRESENT;;28eb1a3f-1c15-4a95-931a-4af90ecb574d;64.913862;-23.537318;28.0;;;;;;2014-06-07T21:49:58;7;6;2014;5219303;5219303;HUMAN_OBSERVATION;iNaturalist;Observations;726375;;Kjartan Birgisson;2016-09-02T06:38:12;CC_BY_4_0;Kjartan Birgisson;Kjartan Birgisson;;;2023-09-21T13:29:57.283Z;StillImage;CONTINENT_DERIVED_FROM_COORDINATES
911501699;50c9509d-22c7-4a22-a47d-8c48425ef4a7;http://www.inaturalist.org/observations/710094;Animalia;Chordata;Mammalia;Carnivora;Canidae;Vulpes;Vulpes lagopus;beringensis;SUBSPECIES;Vulpes lagopus beringensis Merriam, 1902;Vulpes lagopus beringensis;;RU;;Kamchatka;PRESENT;;28eb1a3f-1c15-4a95-931a-4af90ecb574d;55.284248;165.779185;1548.0;;;;;;2006-07-24T00:00:00;24;7;2006;6164326;5219303;HUMAN_OBSERVATION;iNaturalist;Observations;710094;;Bobby McCabe;2018-05-22T18:21:28;CC_BY_NC_4_0;Gena Bentall;Gena Bentall;;;2023-09-21T15:03:20.587Z;StillImage;CONTINENT_DERIVED_FROM_COORDINATES
911442108;377be098-626f-4cc2-b4b5-35700050669a;http://arctos.database.museum/guid/UAM:Mamm:119884?seid=2326132;Animalia;Chordata;Mammalia;Carnivora;Canidae;Vulpes;Vulpes lagopus;;SPECIES;Vulpes lagopus (Linnaeus, 1758);Vulpes lagopus;;US;Barrow, Alaska, USA, Barrow Quad;Alaska;PRESENT;;d9699a79-4736-45c2-925c-f4033ac67d52;71.29;-156.787;50000.0;;;;;;2013-05-01T00:00:00;1;5;2013;5219303;5219303;PRESERVED_SPECIMEN;UAM;Mamm;UAM:Mamm:119884;;;2013-05-01T00:00:00;CC_BY_NC_4_0;;Collector(s): USDA Wildlife Services;;;;;
911442103;377be098-626f-4cc2-b4b5-35700050669a;http://arctos.database.museum/guid/UAM:Mamm:119883?seid=2326131;Animalia;Chordata;Mammalia;Carnivora;Canidae;Vulpes;Vulpes lagopus;;SPECIES;Vulpes lagopus (Linnaeus, 1758);Vulpes lagopus;;US;Barrow, Alaska, USA, Barrow Quad;Alaska;PRESENT;;d9699a79-4736-45c2-925c-f4033ac67d52;71.29;-156.787;50000.0;;;;;;2013-05-01T00:00:00;1;5;2013;5219303;5219303;PRESERVED_SPECIMEN;UAM;Mamm;UAM:Mamm:119883;;;2013-05-01T00:00:00;CC_BY_NC_4_0;;Collector(s): USDA Wildlife Services;;;;;
911442079;377be098-626f-4cc2-b4b5-35700050669a;http://arctos.database.museum/guid/UAM:Mamm:119886?seid=2326134;Animalia;Chordata;Mammalia;Carnivora;Canidae;Vulpes;Vulpes lagopus;;SPECIES;Vulpes lagopus (Linnaeus, 1758);Vulpes lagopus;;US;Barrow, Alaska, USA, Barrow Quad;Alaska;PRESENT;;d9699a79-4736-45c2-925c-f4033ac67d52;71.29;-156.787;50000.0;;;;;;2013-05-01T00:00:00;1;5;2013;5219303;5219303;PRESERVED_SPECIMEN;UAM;Mamm;UAM:Mamm:119886;;;2013-05-01T00:00:00;CC_BY_NC_4_0;;Collector(s): USDA Wildlife Services;;;;;
911442078;377be098-626f-4cc2-b4b5-35700050669a;http://arctos.database.museum/guid/UAM:Mamm:119885?seid=2326133;Animalia;Chordata;Mammalia;Carnivora;Canidae;Vulpes;Vulpes lagopus;;SPECIES;Vulpes lagopus (Linnaeus, 1758);Vulpes lagopus;;US;Barrow, Alaska, USA, Barrow Quad;Alaska;PRESENT;;d9699a79-4736-45c2-925c-f4033ac67d52;71.29;-156.787;50000.0;;;;;;2013-05-01T00:00:00;1;5;2013;5219303;5219303;PRESERVED_SPECIMEN;UAM;Mamm;UAM:Mamm:119885;;;2013-05-01T00:00:00;CC_BY_NC_4_0;;Collector(s): USDA Wildlife Services;;;;;
897146401;b211f32f-326b-43d3-8012-2fbce0cc6dcc;http://arctos.database.museum/guid/MSB:Host:99?seid=1784180;Animalia;Chordata;Mammalia;Carnivora;Canidae;Vulpes;Vulpes lagopus;;SPECIES;Alopex lagopus (Linnaeus, 1758);Alopex lagopus;;US;Savoonga, Saint Lawrence Island;Alaska;PRESENT;;939ed180-aa7b-11db-8edf-b8a03c50a862;63.694167;-170.478889;3036.0;;;;;;1951-03-10T00:00:00;10;3;1951;2434532;5219303;PRESERVED_SPECIMEN;MSB;Host;MSB:Host:99;9512;;1951-03-10T00:00:00;CC0_1_0;;Collector(s): Robert L. Rausch;;;2023-09-07T10:00:09.982Z;;GEODETIC_DATUM_ASSUMED_WGS84
897146397;b211f32f-326b-43d3-8012-2fbce0cc6dcc;http://arctos.database.museum/guid/MSB:Host:9867?seid=1862817;Animalia;Chordata;Mammalia;Carnivora;Canidae;Vulpes;Vulpes lagopus;;SPECIES;Alopex lagopus (Linnaeus, 1758);Alopex lagopus;;US;Gambell, Saint Lawrence Island;Alaska;PRESENT;;939ed180-aa7b-11db-8edf-b8a03c50a862;63.77972;-171.74111;5154.0;;;;;;1954-01-01T00:00:00;1;1;1954;2434532;5219303;PRESERVED_SPECIMEN;MSB;Host;MSB:Host:9867;12337;;1954-02-22T00:00:00;CC0_1_0;;Collector(s): Robert L. Rausch;;;2023-09-07T10:00:09.894Z;;GEODETIC_DATUM_ASSUMED_WGS84
897146387;b211f32f-326b-43d3-8012-2fbce0cc6dcc;http://arctos.database.museum/guid/MSB:Host:9999?seid=1862949;Animalia;Chordata;Mammalia;Carnivora;Canidae;Vulpes;Vulpes lagopus;;SPECIES;Alopex lagopus (Linnaeus, 1758);Alopex lagopus;;US;Barrow, Barrow Quad;Alaska;PRESENT;;939ed180-aa7b-11db-8edf-b8a03c50a862;71.290556;-156.788611;100000.0;;;;;;1956-11-01T00:00:00;1;11;1956;2434532;5219303;PRESERVED_SPECIMEN;MSB;Host;MSB:Host:9999;18383;;1956-11-30T00:00:00;CC0_1_0;;Collector(s): Robert L. Rausch;;;2023-09-07T10:00:09.921Z;;GEODETIC_DATUM_ASSUMED_WGS84
897146310;b211f32f-326b-43d3-8012-2fbce0cc6dcc;http://arctos.database.museum/guid/MSB:Host:98?seid=1669926;Animalia;Chordata;Mammalia;Carnivora;Canidae;Vulpes;Vulpes lagopus;;SPECIES;Alopex lagopus (Linnaeus, 1758);Alopex lagopus;;US;Savoonga, Saint Lawrence Island;Alaska;PRESENT;;939ed180-aa7b-11db-8edf-b8a03c50a862;63.694167;-170.478889;3036.0;;;;;;1951-02-10T00:00:00;10;2;1951;2434532;5219303;PRESERVED_SPECIMEN;MSB;Host;MSB:Host:98;9510;;1951-02-10T00:00:00;CC0_1_0;;Collector(s): Robert L. Rausch;;;2023-09-07T10:00:09.885Z;;GEODETIC_DATUM_ASSUMED_WGS84
897146284;b211f32f-326b-43d3-8012-2fbce0cc6dcc;http://arctos.database.museum/guid/MSB:Host:94?seid=1203027;Animalia;Chordata;Mammalia;Carnivora;Canidae;Vulpes;Vulpes lagopus;;SPECIES;Alopex lagopus (Linnaeus, 1758);Alopex lagopus;;US;Gambell, Saint Lawrence Island;Alaska;PRESENT;;939ed180-aa7b-11db-8edf-b8a03c50a862;63.779601;-171.740277;100000.0;;;;;;1951-03-14T00:00:00;14;3;1951;2434532;5219303;PRESERVED_SPECIMEN;MSB;Host;MSB:Host:94;9506;;1951-03-14T00:00:00;CC0_1_0;;Collector(s): Robert L. Rausch;;;2023-09-07T10:00:09.947Z;;GEODETIC_DATUM_ASSUMED_WGS84
897146246;b211f32f-326b-43d3-8012-2fbce0cc6dcc;http://arctos.database.museum/guid/MSB:Host:9499?seid=1862424;Animalia;Chordata;Mammalia;Carnivora;Canidae;Vulpes;Vulpes lagopus;;SPECIES;Alopex lagopus (Linnaeus, 1758);Alopex lagopus;;US;2 mi south of TwoGirls River, St. Lawrence Island, Saint Lawrence Island;Alaska;PRESENT;;939ed180-aa7b-11db-8edf-b8a03c50a862;63.409961;-170.272339;79800.0;;;;;;1957-01-21T00:00:00;21;1;1957;2434532;5219303;PRESERVED_SPECIMEN;MSB;Host;MSB:Host:9499;18323;;1957-01-21T00:00:00;CC0_1_0;;Collector(s): Robert L. Rausch;;;2023-09-07T10:00:09.864Z;;GEODETIC_DATUM_ASSUMED_WGS84
897146212;b211f32f-326b-43d3-8012-2fbce0cc6dcc;http://arctos.database.museum/guid/MSB:Host:9452?seid=1862377;Animalia;Chordata;Mammalia;Carnivora;Canidae;Vulpes;Vulpes lagopus;;SPECIES;Alopex lagopus (Linnaeus, 1758);Alopex lagopus;;US;Savoonga, Saint Lawrence Island;Alaska;PRESENT;;939ed180-aa7b-11db-8edf-b8a03c50a862;63.681996;-170.482323;8000.0;;;;;;1956-12-23T00:00:00;23;12;1956;2434532;5219303;PRESERVED_SPECIMEN;MSB;Host;MSB:Host:9452;18535;;1956-12-23T00:00:00;CC0_1_0;;Collector(s): Robert L. Rausch;;;2023-09-07T10:00:08.915Z;;GEODETIC_DATUM_ASSUMED_WGS84
897146180;b211f32f-326b-43d3-8012-2fbce0cc6dcc;http://arctos.database.museum/guid/MSB:Host:9316?seid=1862239;Animalia;Chordata;Mammalia;Carnivora;Canidae;Vulpes;Vulpes lagopus;;SPECIES;Alopex lagopus (Linnaeus, 1758);Alopex lagopus;;US;Barrow, Barrow Quad;Alaska;PRESENT;;939ed180-aa7b-11db-8edf-b8a03c50a862;71.290556;-156.788611;100000.0;;;;;;1956-11-01T00:00:00;1;11;1956;2434532;5219303;PRESERVED_SPECIMEN;MSB;Host;MSB:Host:9316;18386;;1956-11-30T00:00:00;CC0_1_0;;Collector(s): Robert L. Rausch;;;2023-09-07T10:00:09.856Z;;GEODETIC_DATUM_ASSUMED_WGS84
897146171;b211f32f-326b-43d3-8012-2fbce0cc6dcc;http://arctos.database.museum/guid/MSB:Host:9494?seid=1862419;Animalia;Chordata;Mammalia;Carnivora;Canidae;Vulpes;Vulpes lagopus;;SPECIES;Alopex lagopus (Linnaeus, 1758);Alopex lagopus;;US;Gambell, Saint Lawrence Island;Alaska;PRESENT;;939ed180-aa7b-11db-8edf-b8a03c50a862;63.77972;-171.74111;5154.0;;;;;;1957-01-01T00:00:00;1;1;1957;2434532;5219303;PRESERVED_SPECIMEN;MSB;Host;MSB:Host:9494;18318;;1957-01-31T00:00:00;CC0_1_0;;Collector(s): Robert L. Rausch;;;2023-09-07T10:00:08.893Z;;GEODETIC_DATUM_ASSUMED_WGS84
897146165;b211f32f-326b-43d3-8012-2fbce0cc6dcc;http://arctos.database.museum/guid/MSB:Host:9315?seid=1862238;Animalia;Chordata;Mammalia;Carnivora;Canidae;Vulpes;Vulpes lagopus;;SPECIES;Alopex lagopus (Linnaeus, 1758);Alopex lagopus;;US;Barrow, Barrow Quad;Alaska;PRESENT;;939ed180-aa7b-11db-8edf-b8a03c50a862;71.290556;-156.788611;100000.0;;;;;;1956-11-01T00:00:00;1;11;1956;2434532;5219303;PRESERVED_SPECIMEN;MSB;Host;MSB:Host:9315;18385;;1956-11-30T00:00:00;CC0_1_0;;Collector(s): Robert L. Rausch;;;2023-09-07T10:00:09.932Z;;GEODETIC_DATUM_ASSUMED_WGS84
897146148;b211f32f-326b-43d3-8012-2fbce0cc6dcc;http://arctos.database.museum/guid/MSB:Host:9314?seid=1862237;Animalia;Chordata;Mammalia;Carnivora;Canidae;Vulpes;Vulpes lagopus;;SPECIES;Alopex lagopus (Linnaeus, 1758);Alopex lagopus;;US;Barrow, Barrow Quad;Alaska;PRESENT;;939ed180-aa7b-11db-8edf-b8a03c50a862;71.290556;-156.788611;100000.0;;;;;;1956-11-01T00:00:00;1;11;1956;2434532;5219303;PRESERVED_SPECIMEN;MSB;Host;MSB:Host:9314;18384;;1956-11-30T00:00:00;CC0_1_0;;Collector(s): Robert L. Rausch;;;2023-09-07T10:00:09.907Z;;GEODETIC_DATUM_ASSUMED_WGS84
897146137;b211f32f-326b-43d3-8012-2fbce0cc6dcc;http://arctos.database.museum/guid/MSB:Host:9402?seid=1862327;Animalia;Chordata;Mammalia;Carnivora;Canidae;Vulpes;Vulpes lagopus;;SPECIES;Alopex lagopus (Linnaeus, 1758);Alopex lagopus;;US;Savoonga, Saint Lawrence Island;Alaska;PRESENT;;939ed180-aa7b-11db-8edf-b8a03c50a862;63.681996;-170.482323;8000.0;;;;;;1956-12-31T00:00:00;31;12;1956;2434532;5219303;PRESERVED_SPECIMEN;MSB;Host;MSB:Host:9402;18527;;1956-12-31T00:00:00;CC0_1_0;;Collector(s): Robert L. Rausch;;;2023-09-07T10:00:09.900Z;;GEODETIC_DATUM_ASSUMED_WGS84
897146133;b211f32f-326b-43d3-8012-2fbce0cc6dcc;http://arctos.database.museum/guid/MSB:Host:9313?seid=1862235;Animalia;Chordata;Mammalia;Carnivora;Canidae;Vulpes;Vulpes lagopus;;SPECIES;Alopex lagopus (Linnaeus, 1758);Alopex lagopus;;US;Barrow, Barrow Quad;Alaska;PRESENT;;939ed180-aa7b-11db-8edf-b8a03c50a862;71.290556;-156.788611;100000.0;;;;;;1956-11-01T00:00:00;1;11;1956;2434532;5219303;PRESERVED_SPECIMEN;MSB;Host;MSB:Host:9313;18382;;1956-11-30T00:00:00;CC0_1_0;;Collector(s): Robert L. Rausch;;;2023-09-07T10:00:09.860Z;;GEODETIC_DATUM_ASSUMED_WGS84
897146114;b211f32f-326b-43d3-8012-2fbce0cc6dcc;http://arctos.database.museum/guid/MSB:Host:9312?seid=1862234;Animalia;Chordata;Mammalia;Carnivora;Canidae;Vulpes;Vulpes lagopus;;SPECIES;Alopex lagopus (Linnaeus, 1758);Alopex lagopus;;US;Barrow, Barrow Quad;Alaska;PRESENT;;939ed180-aa7b-11db-8edf-b8a03c50a862;71.290556;-156.788611;100000.0;;;;;;1956-11-01T00:00:00;1;11;1956;2434532;5219303;PRESERVED_SPECIMEN;MSB;Host;MSB:Host:9312;18381;;1956-11-30T00:00:00;CC0_1_0;;Collector(s): Robert L. Rausch;;;2023-09-07T10:00:09.898Z;;GEODETIC_DATUM_ASSUMED_WGS84
897146099;b211f32f-326b-43d3-8012-2fbce0cc6dcc;http://arctos.database.museum/guid/MSB:Host:97?seid=275663;Animalia;Chordata;Mammalia;Carnivora;Canidae;Vulpes;Vulpes lagopus;;SPECIES;Alopex lagopus (Linnaeus, 1758);Alopex lagopus;;US;Gambell, Saint Lawrence Island;Alaska;PRESENT;;939ed180-aa7b-11db-8edf-b8a03c50a862;63.779601;-171.740277;100000.0;;;;;;1951-02-01T00:00:00;1;2;1951;2434532;5219303;PRESERVED_SPECIMEN;MSB;Host;MSB:Host:97;9509;;1951-02-01T00:00:00;CC0_1_0;;Collector(s): Robert L. Rausch;;;2023-09-07T10:00:09.852Z;;GEODETIC_DATUM_ASSUMED_WGS84
897146098;b211f32f-326b-43d3-8012-2fbce0cc6dcc;http://arctos.database.museum/guid/MSB:Host:9311?seid=1862233;Animalia;Chordata;Mammalia;Carnivora;Canidae;Vulpes;Vulpes lagopus;;SPECIES;Alopex lagopus (Linnaeus, 1758);Alopex lagopus;;US;Barrow, Barrow Quad;Alaska;PRESENT;;939ed180-aa7b-11db-8edf-b8a03c50a862;71.290556;-156.788611;100000.0;;;;;;1956-11-01T00:00:00;1;11;1956;2434532;5219303;PRESERVED_SPECIMEN;MSB;Host;MSB:Host:9311;18380;;1956-11-30T00:00:00;CC0_1_0;;Collector(s): Robert L. Rausch;;;2023-09-07T10:00:09.904Z;;GEODETIC_DATUM_ASSUMED_WGS84
897146089;b211f32f-326b-43d3-8012-2fbce0cc6dcc;http://arctos.database.museum/guid/MSB:Host:93?seid=661336;Animalia;Chordata;Mammalia;Carnivora;Canidae;Vulpes;Vulpes lagopus;;SPECIES;Alopex lagopus (Linnaeus, 1758);Alopex lagopus;;US;Gambell, Saint Lawrence Island;Alaska;PRESENT;;939ed180-aa7b-11db-8edf-b8a03c50a862;63.779601;-171.740277;100000.0;;;;;;1950-03-10T00:00:00;10;3;1950;2434532;5219303;PRESERVED_SPECIMEN;MSB;Host;MSB:Host:93;9505;;1950-03-10T00:00:00;CC0_1_0;;Collector(s): Robert L. Rausch;;;2023-09-07T10:00:09.961Z;;GEODETIC_DATUM_ASSUMED_WGS84
